"medcode","readcode","Description","CodingSystem","source"
34236,"Eu20.00","[X]Schizophrenia","readcode","SCZ094"
34389,"Eu22000","[X]Delusional disorder","readcode","SCZ094"
34966,"Eu20z00","[X]Schizophrenia, unspecified","readcode","SCZ094"
35274,"Eu25111","[X]Schizoaffective psychosis, depressive type","readcode","SCZ094"
35607,"E115300","Bipolar affect disord, now depressed, severe, no psychosis","readcode","SCZ094"
35734,"E115100","Bipolar affective disorder, currently depressed, mild","readcode","SCZ094"
35738,"E114000","Bipolar affective disorder, currently manic, unspecified","readcode","SCZ094"
35877,"Eu20213","[X]Schizophrenic catatonia","readcode","SCZ094"
36126,"E114100","Bipolar affective disorder, currently manic, mild","readcode","SCZ094"
37102,"Eu30211","[X]Mania with mood-congruent psychotic symptoms","readcode","SCZ094"
37296,"E115z00","Bipolar affective disorder, currently depressed, NOS","readcode","SCZ094"
37580,"Eu25212","[X]Mixed schizophrenic and affective psychosis","readcode","SCZ094"
37681,"Eu25z00","[X]Schizoaffective disorder, unspecified","readcode","SCZ094"
37764,"Eu33316","[X]Recurrent severe episodes/reactive depressive psychosis","readcode","SCZ094"
38063,"E106.00","Residual schizophrenia","readcode","SCZ094"
39062,"E10y.00","Other schizophrenia","readcode","SCZ094"
39316,"Eu21.00","[X]Schizotypal disorder","readcode","SCZ094"
41022,"Eu25112","[X]Schizophreniform psychosis, depressive type","readcode","SCZ094"
41207,"E141100","Residual disintegrative psychoses","readcode","SCZ094"
41992,"E11z.00","Other and unspecified affective psychoses","readcode","SCZ094"
43225,"E14..00","Psychoses with origin in childhood","readcode","SCZ094"
43405,"Eu20100","[X]Hebephrenic schizophrenia","readcode","SCZ094"
43800,"E107200","Chronic schizo-affective schizophrenia","readcode","SCZ094"
44498,"E100400","Acute exacerbation of chronic schizophrenia","readcode","SCZ094"
44513,"Eu30z00","[X]Manic episode, unspecified","readcode","SCZ094"
44693,"Eu31600","[X]Bipolar affective disorder, current episode mixed","readcode","SCZ094"
46415,"E111z00","Recurrent manic episode NOS","readcode","SCZ094"
46425,"E111100","Recurrent manic episodes, mild","readcode","SCZ094"
46434,"E114200","Bipolar affective disorder, currently manic, moderate","readcode","SCZ094"
47619,"Eu02z12","[X] Presenile psychosis NOS","readcode","SCZ094"
47947,"Eu22013","[X]Paraphrenia - late","readcode","SCZ094"
48054,"E101z00","Hebephrenic schizophrenia NOS","readcode","SCZ094"
48632,"Eu30212","[X]Mania with mood-incongruent psychotic symptoms","readcode","SCZ094"
49223,"Eu22z00","[X]Persistent delusional disorder, unspecified","readcode","SCZ094"
49420,"Eu20y00","[X]Other schizophrenia","readcode","SCZ094"
49761,"E10yz00","Other schizophrenia NOS","readcode","SCZ094"
49763,"E117000","Unspecified bipolar affective disorder, unspecified","readcode","SCZ094"
49852,"Eu21.16","[X]Pseudoneurotic schizophrenia","readcode","SCZ094"
50060,"Eu20011","[X]Paraphrenic schizophrenia","readcode","SCZ094"
51032,"Eu31y12","[X]Recurrent manic episodes","readcode","SCZ094"
51322,"E103300","Acute exacerbation of subchronic paranoid schizophrenia","readcode","SCZ094"
51494,"E00y.11","Presbyophrenic psychosis","readcode","SCZ094"
51903,"Eu25012","[X]Schizophreniform psychosis, manic type","readcode","SCZ094"
53032,"E103400","Acute exacerbation of chronic paranoid schizophrenia","readcode","SCZ094"
53840,"Eu31y00","[X]Other bipolar affective disorders","readcode","SCZ094"
53985,"Eu20111","[X]Disorganised schizophrenia","readcode","SCZ094"
54195,"E116400","Mixed bipolar affective disorder, severe, with psychosis","readcode","SCZ094"
54607,"E11z000","Unspecified affective psychoses NOS","readcode","SCZ094"
55221,"Eu22111","[X]Capgras syndrome","readcode","SCZ094"
55829,"E114400","Bipolar affect disord, currently manic,severe with psychosis","readcode","SCZ094"
56143,"E141.00","Disintegrative psychosis","readcode","SCZ094"
57605,"E114z00","Bipolar affective disorder, currently manic, NOS","readcode","SCZ094"
57666,"E100300","Acute exacerbation of subchronic schizophrenia","readcode","SCZ094"
58532,"Eu25y00","[X]Other schizoaffective disorders","readcode","SCZ094"
58716,"E102000","Unspecified catatonic schizophrenia","readcode","SCZ094"
58862,"E107000","Unspecified schizo-affective schizophrenia","readcode","SCZ094"
58866,"E107300","Acute exacerbation subchronic schizo-affective schizophrenia","readcode","SCZ094"
60013,"Eu20300","[X]Undifferentiated schizophrenia","readcode","SCZ094"
60178,"E11y.00","Other and unspecified manic-depressive psychoses","readcode","SCZ094"
61098,"E107100","Subchronic schizo-affective schizophrenia","readcode","SCZ094"
61501,"Eu20200","[X]Catatonic schizophrenia","readcode","SCZ094"
62222,"Eu84312","[X]Disintegrative psychosis","readcode","SCZ094"
62405,"Eu22100","[X]Delusional misidentification syndrome","readcode","SCZ094"
63150,"E116200","Mixed bipolar affective disorder, moderate","readcode","SCZ094"
63284,"E116300","Mixed bipolar affective disorder, severe, without psychosis","readcode","SCZ094"
63478,"E107400","Acute exacerbation of chronic schizo-affective schizophrenia","readcode","SCZ094"
63583,"E116z00","Mixed bipolar affective disorder, NOS","readcode","SCZ094"
63698,"E117100","Unspecified bipolar affective disorder, mild","readcode","SCZ094"
63701,"E115400","Bipolar affect disord, now depressed, severe with psychosis","readcode","SCZ094"
63867,"E102z00","Catatonic schizophrenia NOS","readcode","SCZ094"
64264,"Eu20500","[X]Residual schizophrenia","readcode","SCZ094"
64533,"Eu20212","[X]Schizophrenic catalepsy","readcode","SCZ094"
65811,"E111300","Recurrent manic episodes, severe without mention psychosis","readcode","SCZ094"
66077,"Eu22y00","[X]Other persistent delusional disorders","readcode","SCZ094"
66153,"Eu31.13","[X]Manic-depressive reaction","readcode","SCZ094"
66506,"E101000","Unspecified hebephrenic schizophrenia","readcode","SCZ094"
68326,"E117400","Unspecified bipolar affective disorder,severe with psychosis","readcode","SCZ094"
68647,"E117200","Unspecified bipolar affective disorder, moderate","readcode","SCZ094"
70399,"E11y300","Other mixed manic-depressive psychoses","readcode","SCZ094"
70925,"E11y100","Atypical manic disorder","readcode","SCZ094"
71250,"Eu21.17","[X]Pseudopsychopathic schizophrenia","readcode","SCZ094"
73295,"E100.11","Schizophrenia simplex","readcode","SCZ094"
73423,"E117300","Unspecified bipolar affective disorder, severe, no psychosis","readcode","SCZ094"
73924,"Eu31y11","[X]Bipolar II disorder","readcode","SCZ094"
91547,"Eu20311","[X]Atypical schizophrenia","readcode","SCZ094"
92994,"E10y.11","Cenesthopathic schizophrenia","readcode","SCZ094"
94001,"Eu20y12","[X]Schizophreniform disord NOS","readcode","SCZ094"
94604,"Eu23214","[X]Schizophrenic reaction","readcode","SCZ094"
97919,"E101400","Acute exacerbation of chronic hebephrenic schizophrenia","readcode","SCZ094"
98417,"Eu32800","[X]Major depression, severe with psychotic symptoms","readcode","SCZ094"
98821,"Eu22200","[X]Cotard syndrome","readcode","SCZ094"
99000,"E107.11","Cyclic schizophrenia","readcode","SCZ094"
99070,"E10y100","Coenesthopathic schizophrenia","readcode","SCZ094"
99199,"E102100","Subchronic catatonic schizophrenia","readcode","SCZ094"
103915,"Eu31900","[X]Bipolar affective disorder type II","readcode","SCZ094"
104051,"Eu31911","[X]Bipolar II disorder","readcode","SCZ094"
104065,"Eu31800","[X]Bipolar affective disorder type I","readcode","SCZ094"
104760,"E103100","Subchronic paranoid schizophrenia","readcode","SCZ094"
104763,"Eu25211","[X]Cyclic schizophrenia","readcode","SCZ094"
107222,"E102400","Acute exacerbation of chronic catatonic schizophrenia","readcode","SCZ094"
848,"7411200","Intranasal antrostomy","readcode","SIN099"
1140,"7414z00","Operation on unspecified nasal sinus NOS","readcode","SIN099"
1400,"7414500","Antral washout - nasal","readcode","SIN099"
1673,"7412100","Intranasal ethmoidectomy","readcode","SIN099"
1674,"H132.00","Chronic ethmoidal sinusitis","readcode","SIN099"
2257,"H13..00","Chronic sinusitis","readcode","SIN099"
3938,"7410100","Caldwell Luc drainage of maxillary antrum","readcode","SIN099"
4128,"7414y00","Other specified operation on unspecified nasal sinus","readcode","SIN099"
4433,"H130.00","Chronic maxillary sinusitis","readcode","SIN099"
4640,"741..00","Nasal sinus operations","readcode","SIN099"
5437,"H13z.00","Chronic sinusitis NOS","readcode","SIN099"
6354,"J083500","Oroantral fistula","readcode","SIN099"
6491,"7416.00","FESS/Therapeutic endoscopy of nose and sinus","readcode","SIN099"
7243,"7416E00","FESS/Post operative division of adhesions","readcode","SIN099"
7738,"7415.00","FESS - diagnostic endoscopy of nose and sinus","readcode","SIN099"
7981,"7411.00","Other operations on maxillary antrum","readcode","SIN099"
8220,"7416300","FESS/Uncinectomy","readcode","SIN099"
10546,"H13..11","Chronic rhinosinusitis","readcode","SIN099"
11711,"7413.00","Operations on sphenoid sinus","readcode","SIN099"
11744,"H11y100","Polyp of ethmoidal sinus","readcode","SIN099"
12747,"7412000","External frontoethmoidectomy","readcode","SIN099"
15163,"H131.00","Chronic frontal sinusitis","readcode","SIN099"
16022,"7414300","Lateral rhinotomy","readcode","SIN099"
16626,"7416D00","FESS - post operative removal of polyps (local anaesthetic)","readcode","SIN099"
17173,"H135.00","Recurrent sinusitis","readcode","SIN099"
18083,"7416C00","FESS - post operative suction clearance (local anaesthetic)","readcode","SIN099"
18271,"7411500","Puncture of maxillary antrum","readcode","SIN099"
18302,"7413000","Drainage of sphenoid sinus","readcode","SIN099"
18869,"7416900","FESS/Antrostomy via middle meatus","readcode","SIN099"
19480,"741y.00","Other specified operations on nasal sinus","readcode","SIN099"
19742,"H11y.11","Nasal sinus polyps","readcode","SIN099"
19995,"7411z00","Other operation on maxillary antrum NOS","readcode","SIN099"
20806,"7415.11","FESS - diagnostic nasal antroscopy","readcode","SIN099"
20832,"7416500","FESS/Anterior ethmoidectomy","readcode","SIN099"
21213,"7412700","Radical frontal sinus antrostomy","readcode","SIN099"
21923,"7416.11","FESS/Therapeutic nasal antroscopy","readcode","SIN099"
22555,"7413100","Puncture of sphenoid sinus","readcode","SIN099"
23673,"7414511","BAWO","readcode","SIN099"
23740,"7410.00","Operations on maxillary antrum using sublabial approach","readcode","SIN099"
24535,"7411600","Removal of antrochoanal polyp","readcode","SIN099"
25174,"7411G00","Bilateral antral washout","readcode","SIN099"
27869,"7412800","Frontal sinusotomy NEC","readcode","SIN099"
28764,"7411.11","Reconstruction of maxillary antrum","readcode","SIN099"
29429,"H134.00","Fistula of nasal sinus","readcode","SIN099"
30744,"7412200","External ethmoidectomy","readcode","SIN099"
32764,"7410000","Ligation of maxillary artery using sublabial approach","readcode","SIN099"
33336,"7413y00","Other specified operation on sphenoid sinus","readcode","SIN099"
33437,"H130.11","Antritis - chronic","readcode","SIN099"
33603,"7411F00","Intranasal antrostomy and excision lesion maxillary antrum","readcode","SIN099"
33709,"7415z00","FESS/Diagnostic endoscopy of nose or sinus NOS","readcode","SIN099"
33756,"741z.00","Nasal sinus operations NOS","readcode","SIN099"
33922,"7416700","FESS/Anterior and posterior ethmoidectomy","readcode","SIN099"
33956,"7411E00","Intranasal antrostomy and biopsy of maxillary antrum","readcode","SIN099"
34107,"7411D00","Reconstruction of maxilla with bone graft","readcode","SIN099"
34165,"7412300","Transantral ethmoidectomy","readcode","SIN099"
34257,"7411211","Intranasal antrostomy and drainage","readcode","SIN099"
34973,"7416z00","FESS - therapeutic endoscopy of nose or sinus NOS","readcode","SIN099"
35389,"7416B00","FESS/Excisional surgery to middle turbinate","readcode","SIN099"
35897,"H11y200","Polyp of maxillary sinus","readcode","SIN099"
36047,"7414.00","Operations on unspecified nasal sinus","readcode","SIN099"
37481,"7416800","FESS/Sphenoidectomy","readcode","SIN099"
39139,"7417z00","Other operations on frontal sinus NOS","readcode","SIN099"
39381,"7412.00","Operations on frontal sinus","readcode","SIN099"
39469,"7412311","Horgan transantral ethmoidectomy","readcode","SIN099"
39501,"H13y000","Chronic pansinusitis","readcode","SIN099"
41457,"7411000","Drainage of maxillary antrum NEC","readcode","SIN099"
41877,"7411700","Radical maxillary antrotomy","readcode","SIN099"
41887,"7415y00","FESS/Diagnostic endoscopy of nose or sinus OS","readcode","SIN099"
42166,"7416F00","Functional endoscopic sinus surg - polypectomy nasal sinus","readcode","SIN099"
42196,"7412z00","Operation on frontal sinus NOS","readcode","SIN099"
44432,"7411400","Closure of fistula between maxillary antrum and mouth","readcode","SIN099"
44645,"7414400","Catheterisation of nasal sinus","readcode","SIN099"
44876,"7411300","Biopsy of lesion of maxillary antrum","readcode","SIN099"
45832,"7414200","Biopsy of lesion of nasal sinus NEC","readcode","SIN099"
45995,"7416y00","FESS - therapeutic endoscopy of nose or sinus OS","readcode","SIN099"
46336,"7416A00","FESS/Antrostomy via inferior meatus","readcode","SIN099"
48497,"7411511","Irrigation of maxillary antrum NEC","readcode","SIN099"
48703,"H133.00","Chronic sphenoidal sinusitis","readcode","SIN099"
48896,"7412600","Craniofacial ethmoidectomy","readcode","SIN099"
49348,"7416600","FESS/Anterior ethmoidectomy and frontal recess dissection","readcode","SIN099"
49369,"7414600","Direct closure of defect of nasal sinus","readcode","SIN099"
49548,"H13y.00","Other chronic sinusitis","readcode","SIN099"
50787,"7412400","Bone flap to frontal sinus","readcode","SIN099"
53961,"7411y00","Other specified other operation on maxillary antrum","readcode","SIN099"
54292,"7411100","Excision of lesion of maxillary antrum","readcode","SIN099"
54375,"H13yz00","Other chronic sinusitis NOS","readcode","SIN099"
57098,"7410200","Irrigation of maxillary antrum using sublabial approach","readcode","SIN099"
59019,"7416400","FESS/Uncinectomy and excision of bulla","readcode","SIN099"
59339,"7415200","FESS - diagnostic antroscopy via middle meatus","readcode","SIN099"
60356,"7412500","Trephine of frontal sinus","readcode","SIN099"
61629,"7410300","Transantral vidian nerve neurectomy using sublabial approach","readcode","SIN099"
62763,"7414.11","Reconstruction of defect of nasal sinus","readcode","SIN099"
62936,"7416200","FESS/Therapeutic antroscopy via middle meatus","readcode","SIN099"
63552,"7412011","Killian external frontoethmoidectomy","readcode","SIN099"
63733,"Hyu2200","[X]Other chronic sinusitis","readcode","SIN099"
64359,"7412y00","Other specified operation on frontal sinus","readcode","SIN099"
64766,"7414000","Excision of nasal sinus NEC","readcode","SIN099"
66885,"7412013","Ogston external frontoethmoidectomy","readcode","SIN099"
67200,"7414100","Excision of lesion of nasal sinus","readcode","SIN099"
67275,"7414A00","Reconstruct defect nasal sinus c microvascular transfer flap","readcode","SIN099"
68003,"7M1B000","Functional endoscopic sinus surgery","readcode","SIN099"
68405,"7413z00","Operation on sphenoid sinus NOS","readcode","SIN099"
69374,"7414B00","Reconstruction of defect of nasal sinus with bone graft","readcode","SIN099"
70776,"7411900","Reconstruction of defect of maxilla with skin graft","readcode","SIN099"
86064,"7M1B100","Functional endoscopic nasal surgery","readcode","SIN099"
88274,"7413200","Repair of sphenoidal sinus","readcode","SIN099"
90287,"7412900","Median drainage of frontal sinus","readcode","SIN099"
91681,"7414800","Reconstruction of defect of nasal sinus with local flap","readcode","SIN099"
92311,"7417000","Frontal sinus osteoplasty","readcode","SIN099"
92967,"7417y00","Other specified other operations on frontal sinus","readcode","SIN099"
94014,"7417.00","Other operations on frontal sinus","readcode","SIN099"
95634,"7411711","Denker radical maxillary antrotomy","readcode","SIN099"
95857,"7411800","Direct closure of defect of maxilla","readcode","SIN099"
96692,"7410y00","Operation on maxillary antrum using sublabial approach OS","readcode","SIN099"
97338,"7411A00","Reconstruction of maxilla with local flap","readcode","SIN099"
99561,"7416100","FESS/Therapeutic antroscopy via inferior meatus","readcode","SIN099"
100959,"7418.00","Diagnostic nasendoscopy","readcode","SIN099"
103022,"7415000","FESS - diagnostic antroscopy via canine fossa","readcode","SIN099"
105121,"7415100","FESS - diagnostic antroscopy via inferior meatus","readcode","SIN099"
